dataset,as_of,model,task,score,scored_runs,wall_ms,cost_usd,task_hash,receipt
0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,ag-005-codebase-recon,1.0,1,25176.4,,ccc93bf833ceea12,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/ag-005-codebase-recon

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,ctx-001-recall-2k,1.0,1,2390.6,,f9e719265d2ef498,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/ctx-001-recall-2k

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,ctx-002-recall-8k,1.0,1,4252.9,,f1cbe9d845299e85,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/ctx-002-recall-8k

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,ctx-003-recall-32k,1.0,1,4232.7,,8e06d3c14e5948c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/ctx-003-recall-32k

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,ctx-004-recall-64k,1.0,1,19311.8,,ce3780046b279046,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/ctx-004-recall-64k

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,ctx-005-aggregate-16k,1.0,1,4256.2,,aad66c83304d7803,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/ctx-005-aggregate-16k

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,ctx-006-superseded-16k,1.0,1,4485.3,,633a0e3a9d4c128a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/ctx-006-superseded-16k

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,ctx-007-tally-16k,1.0,1,15370.7,,03aaf28c9227c675,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/ctx-007-tally-16k

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,py-001-rle,1.0,1,3434.1,,33756edc572fa2f0,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/py-001-rle

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,py-002-lru-cache,1.0,1,3888.4,,180de3b4b6b38c44,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/py-002-lru-cache

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,py-003-date-parser,1.0,1,8542.9,,84e2e95b72fe026b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/py-003-date-parser

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,py-004-expr-eval,0.0,1,35901.2,,be916a8e43d37f8a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/py-004-expr-eval

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,py-005-csv-parser,1.0,1,13242.1,,96d03caf6c0c2b60,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/py-005-csv-parser

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,py-006-toposort,1.0,1,5128.8,,16f76b9517652705,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/py-006-toposort

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,rs-001-knights,1.0,1,11372.4,,631d22bf7e511097,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/rs-001-knights

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,rs-002-warehouse,1.0,1,4047.9,,08d1d98f46d3ae97,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/rs-002-warehouse

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,rs-003-code-trace,1.0,1,8803.2,,b8af58ec24ef1fa6,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/rs-003-code-trace

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,rs-004-office-grid,1.0,1,13008.5,,069fdd68470d25fd,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/rs-004-office-grid

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,rs-005-bakery-audit,1.0,1,6785.0,,168f0bd672a1029b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/rs-005-bakery-audit

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,rs-006-string-pipeline,1.0,1,9311.7,,6a8d5374a4e5a3a2,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/rs-006-string-pipeline

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,web-001-desktop,1.0,1,97161.4,,ddcd248147f105df,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/web-001-desktop

0.3.0,2026-07-11T02:51:29.753+00:00,claude-cli-sonnet-4-6,web-002-maze,1.0,1,455991.8,,fcc2ad961f87073b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_165819/claude-cli-sonnet-4-6/web-002-maze

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ag-001-fix-bugs,1.0,1,26778.7,0.0,13fce7c7bd29b3b7,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ag-001-fix-bugs

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ag-002-build-cli,1.0,1,33794.3,0.0,b64924cbab655cb4,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ag-002-build-cli

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ag-003-fix-package,1.0,1,49291.9,0.0,d56780591c04fc1a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ag-003-fix-package

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ag-004-data-pipeline,1.0,1,22117.0,0.0,a27921050ae4a7b9,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ag-004-data-pipeline

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ag-005-codebase-recon,1.0,1,19554.9,0.0,ccc93bf833ceea12,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ag-005-codebase-recon

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ctx-001-recall-2k,1.0,1,5608.3,0.0,f9e719265d2ef498,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ctx-001-recall-2k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ctx-002-recall-8k,1.0,1,7240.8,0.0,f1cbe9d845299e85,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ctx-002-recall-8k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ctx-003-recall-32k,1.0,1,11901.7,0.0,8e06d3c14e5948c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ctx-003-recall-32k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ctx-004-recall-64k,1.0,1,22683.4,0.0,ce3780046b279046,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ctx-004-recall-64k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ctx-005-aggregate-16k,1.0,1,43830.2,0.0,aad66c83304d7803,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ctx-005-aggregate-16k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ctx-006-superseded-16k,1.0,1,109451.0,0.0,633a0e3a9d4c128a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ctx-006-superseded-16k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,ctx-007-tally-16k,1.0,1,52892.3,0.0,03aaf28c9227c675,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/ctx-007-tally-16k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,py-001-rle,1.0,1,15133.3,0.0,33756edc572fa2f0,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/py-001-rle

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,py-002-lru-cache,1.0,1,17836.3,0.0,180de3b4b6b38c44,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/py-002-lru-cache

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,py-003-date-parser,1.0,1,42369.6,0.0,84e2e95b72fe026b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/py-003-date-parser

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,py-004-expr-eval,0.8889,2,76814.2,0.0,be916a8e43d37f8a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_163656/gemma-4-26b-a4b/py-004-expr-eval

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,py-005-csv-parser,0.9,1,172682.3,0.0,96d03caf6c0c2b60,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/py-005-csv-parser

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,py-006-toposort,1.0,1,29454.4,0.0,16f76b9517652705,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/py-006-toposort

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,rs-001-knights,1.0,1,13753.9,0.0,631d22bf7e511097,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/rs-001-knights

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,rs-002-warehouse,1.0,1,9277.0,0.0,08d1d98f46d3ae97,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/rs-002-warehouse

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,rs-003-code-trace,1.0,1,10342.9,0.0,b8af58ec24ef1fa6,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/rs-003-code-trace

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,rs-004-office-grid,1.0,1,28869.0,0.0,069fdd68470d25fd,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/rs-004-office-grid

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,rs-005-bakery-audit,1.0,1,12870.7,0.0,168f0bd672a1029b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/rs-005-bakery-audit

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,rs-006-string-pipeline,1.0,2,225335.55,0.0,6a8d5374a4e5a3a2,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_163656/gemma-4-26b-a4b/rs-006-string-pipeline

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,web-001-desktop,0.2222,1,29836.1,0.0,ddcd248147f105df,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/web-001-desktop

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-26b-a4b,web-002-maze,1.0,1,54270.7,0.0,fcc2ad961f87073b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-26b-a4b/web-002-maze

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ag-001-fix-bugs,1.0,1,30977.5,0.0,13fce7c7bd29b3b7,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ag-001-fix-bugs

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ag-002-build-cli,0.75,1,33853.3,0.0,b64924cbab655cb4,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ag-002-build-cli

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ag-003-fix-package,1.0,1,80874.3,0.0,d56780591c04fc1a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ag-003-fix-package

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ag-004-data-pipeline,1.0,1,20117.4,0.0,a27921050ae4a7b9,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ag-004-data-pipeline

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ag-005-codebase-recon,1.0,1,23811.9,0.0,ccc93bf833ceea12,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ag-005-codebase-recon

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ctx-001-recall-2k,1.0,1,3289.1,0.0,f9e719265d2ef498,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ctx-001-recall-2k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ctx-002-recall-8k,1.0,1,5691.3,0.0,f1cbe9d845299e85,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ctx-002-recall-8k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ctx-003-recall-32k,1.0,1,7739.3,0.0,8e06d3c14e5948c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ctx-003-recall-32k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ctx-004-recall-64k,1.0,1,15342.9,0.0,ce3780046b279046,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ctx-004-recall-64k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ctx-005-aggregate-16k,1.0,1,5833.4,0.0,aad66c83304d7803,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ctx-005-aggregate-16k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ctx-006-superseded-16k,1.0,1,6358.2,0.0,633a0e3a9d4c128a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ctx-006-superseded-16k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,ctx-007-tally-16k,0.0,1,10917.2,0.0,03aaf28c9227c675,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/ctx-007-tally-16k

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,py-001-rle,0.0,1,8680.2,0.0,33756edc572fa2f0,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/py-001-rle

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,py-002-lru-cache,1.0,1,11445.9,0.0,180de3b4b6b38c44,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/py-002-lru-cache

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,py-003-date-parser,1.0,1,14225.3,0.0,84e2e95b72fe026b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/py-003-date-parser

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,py-004-expr-eval,0.44445,2,20982.35,0.0,be916a8e43d37f8a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_163656/gemma-4-e4b/py-004-expr-eval

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,py-005-csv-parser,0.6,1,22611.6,0.0,96d03caf6c0c2b60,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/py-005-csv-parser

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,py-006-toposort,1.0,1,13571.5,0.0,16f76b9517652705,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/py-006-toposort

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,rs-001-knights,1.0,1,10966.3,0.0,631d22bf7e511097,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/rs-001-knights

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,rs-002-warehouse,1.0,1,7261.7,0.0,08d1d98f46d3ae97,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/rs-002-warehouse

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,rs-003-code-trace,1.0,1,8446.4,0.0,b8af58ec24ef1fa6,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/rs-003-code-trace

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,rs-004-office-grid,1.0,1,14825.1,0.0,069fdd68470d25fd,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/rs-004-office-grid

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,rs-005-bakery-audit,1.0,1,8717.8,0.0,168f0bd672a1029b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/rs-005-bakery-audit

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,rs-006-string-pipeline,0.5,2,7571.85,0.0,6a8d5374a4e5a3a2,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_163656/gemma-4-e4b/rs-006-string-pipeline

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,web-001-desktop,0.4444,1,30978.4,0.0,ddcd248147f105df,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/web-001-desktop

0.3.0,2026-07-11T02:51:29.753+00:00,gemma-4-e4b,web-002-maze,0.5,1,27682.4,0.0,fcc2ad961f87073b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_104106/gemma-4-e4b/web-002-maze

0.3.0,2026-07-11T02:51:29.753+00:00,gpt-oss-20b,ag-001-fix-bugs,1.0,4,18769.675,0.0,13fce7c7bd29b3b7,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_174705/gpt-oss-20b/ag-001-fix-bugs

0.3.0,2026-07-11T02:51:29.753+00:00,gpt-oss-20b,ag-002-build-cli,1.0,4,14662.575,0.0,b64924cbab655cb4,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_174705/gpt-oss-20b/ag-002-build-cli

0.3.0,2026-07-11T02:51:29.753+00:00,gpt-oss-20b,ag-003-fix-package,0.928575,4,42034.075,0.0,d56780591c04fc1a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_174705/gpt-oss-20b/ag-003-fix-package

0.3.0,2026-07-11T02:51:29.753+00:00,gpt-oss-20b,ag-004-data-pipeline,1.0,4,19294.275,0.0,a27921050ae4a7b9,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_174705/gpt-oss-20b/ag-004-data-pipeline

0.3.0,2026-07-11T02:51:29.753+00:00,gpt-oss-20b,ag-005-codebase-recon,1.0,4,17313.925,0.0,ccc93bf833ceea12,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_174705/gpt-oss-20b/ag-005-codebase-recon

0.3.0,2026-07-11T02:51:29.753+00:00,gpt-oss-20b,ctx-001-recall-2k,1.0,4,2614.825,0.0,f9e719265d2ef498,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_174705/gpt-oss-20b/ctx-001-recall-2k

0.3.0,2026-07-11T02:51:29.753+00:00,gpt-oss-20b,ctx-002-recall-8k,1.0,4,3071.875,0.0,f1cbe9d845299e85,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.3/runs/2026-07-10_174705/gpt-oss-20b/ctx-002-recall-8k

