dataset,as_of,model,task,score,scored_runs,wall_ms,cost_usd,task_hash,receipt

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,ctx-005-aggregate-16k,1.0,1,509060.9,0.0,aad66c83304d7803,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/ctx-005-aggregate-16k

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,ctx-006-superseded-16k,1.0,1,386963.8,0.0,633a0e3a9d4c128a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/ctx-006-superseded-16k

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,ctx-007-tally-16k,1.0,1,298284.7,0.0,03aaf28c9227c675,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/ctx-007-tally-16k

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,py-001-rle,1.0,1,15493.3,0.0,33756edc572fa2f0,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/py-001-rle

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,py-002-lru-cache,1.0,1,27536.1,0.0,180de3b4b6b38c44,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/py-002-lru-cache

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,py-003-date-parser,1.0,1,36451.1,0.0,84e2e95b72fe026b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/py-003-date-parser

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,py-004-expr-eval,0.8889,1,56615.4,0.0,be916a8e43d37f8a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/py-004-expr-eval

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,py-005-csv-parser,0.3,1,41800.3,0.0,96d03caf6c0c2b60,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/py-005-csv-parser

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,py-006-toposort,1.0,1,23625.6,0.0,16f76b9517652705,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/py-006-toposort

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,rs-001-knights,1.0,1,31090.1,0.0,631d22bf7e511097,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/rs-001-knights

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,rs-002-warehouse,1.0,1,17548.6,0.0,08d1d98f46d3ae97,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/rs-002-warehouse

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,rs-003-code-trace,1.0,1,32640.2,0.0,b8af58ec24ef1fa6,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/rs-003-code-trace

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,rs-004-office-grid,1.0,1,236324.5,0.0,069fdd68470d25fd,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/rs-004-office-grid

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,rs-005-bakery-audit,1.0,1,27795.8,0.0,168f0bd672a1029b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/rs-005-bakery-audit

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,rs-006-string-pipeline,0.0,1,20605.8,0.0,6a8d5374a4e5a3a2,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/rs-006-string-pipeline

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,rs-007-monty-fall,0.0,1,15024.5,0.0,7251e035c9d5593b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/rs-007-monty-fall

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,rs-008-river-boat,0.0,1,25099.6,0.0,40b132a24e5cf9f1,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/rs-008-river-boat

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,web-001-desktop,0.0,1,3634351.7,0.0,50207cccfdb4e9c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/web-001-desktop

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,web-002-maze,0.7,1,205403.2,0.0,1ef9bba106289e94,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/web-002-maze

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,web-003-sand,0.8889,1,109551.6,0.0,5e9d98574d77c9af,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/web-003-sand

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,web-004-kanban,1.0,1,101335.0,0.0,3332ba4780445491,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/web-004-kanban

0.4.0,2026-07-13T04:50:15.691+00:00,devstral-small-2-24b-instruct-2512,web-005-expense,1.0,1,105787.1,0.0,14c55f28fafc35f1,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_210209/devstral-small-2-24b-instruct-2512/web-005-expense

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ag-001-fix-bugs,0.75,1,7744.9,0.0,13fce7c7bd29b3b7,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ag-001-fix-bugs

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ag-002-build-cli,0.0,1,4887.0,0.0,b64924cbab655cb4,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ag-002-build-cli

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ag-003-fix-package,0.4286,1,5497.9,0.0,d56780591c04fc1a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ag-003-fix-package

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ag-004-data-pipeline,0.0,1,5106.6,0.0,a27921050ae4a7b9,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ag-004-data-pipeline

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ag-005-codebase-recon,0.0,1,5206.6,0.0,ccc93bf833ceea12,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ag-005-codebase-recon

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ctx-001-recall-2k,0.0,1,4639.2,0.0,f9e719265d2ef498,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ctx-001-recall-2k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ctx-002-recall-8k,1.0,1,2865.2,0.0,f1cbe9d845299e85,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ctx-002-recall-8k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ctx-003-recall-32k,0.0,1,4776.0,0.0,8e06d3c14e5948c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ctx-003-recall-32k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ctx-004-recall-64k,0.0,1,7837.1,0.0,ce3780046b279046,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ctx-004-recall-64k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ctx-005-aggregate-16k,0.0,1,3697.6,0.0,aad66c83304d7803,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ctx-005-aggregate-16k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ctx-006-superseded-16k,0.0,1,5792.2,0.0,633a0e3a9d4c128a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ctx-006-superseded-16k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,ctx-007-tally-16k,0.0,1,5948.4,0.0,03aaf28c9227c675,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/ctx-007-tally-16k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,py-001-rle,1.0,1,3859.0,0.0,33756edc572fa2f0,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/py-001-rle

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,py-002-lru-cache,1.0,1,3311.8,0.0,180de3b4b6b38c44,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/py-002-lru-cache

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,py-003-date-parser,0.8889,1,5420.9,0.0,84e2e95b72fe026b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/py-003-date-parser

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,py-004-expr-eval,0.2222,1,6431.3,0.0,be916a8e43d37f8a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/py-004-expr-eval

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,py-005-csv-parser,0.7,1,4016.2,0.0,96d03caf6c0c2b60,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/py-005-csv-parser

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,py-006-toposort,1.0,1,5216.5,0.0,16f76b9517652705,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/py-006-toposort

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,rs-001-knights,1.0,1,4656.9,0.0,631d22bf7e511097,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/rs-001-knights

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,rs-002-warehouse,1.0,1,3455.4,0.0,08d1d98f46d3ae97,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/rs-002-warehouse

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,rs-003-code-trace,0.0,1,4809.3,0.0,b8af58ec24ef1fa6,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/rs-003-code-trace

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,rs-004-office-grid,0.0,1,6762.3,0.0,069fdd68470d25fd,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/rs-004-office-grid

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,rs-005-bakery-audit,0.0,1,3546.0,0.0,168f0bd672a1029b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/rs-005-bakery-audit

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,rs-006-string-pipeline,0.0,1,2851.8,0.0,6a8d5374a4e5a3a2,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/rs-006-string-pipeline

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,rs-007-monty-fall,1.0,1,22553.1,0.0,7251e035c9d5593b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/rs-007-monty-fall

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,rs-008-river-boat,0.0,1,2831.6,0.0,40b132a24e5cf9f1,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/rs-008-river-boat

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,web-001-desktop,0.3333,1,11551.1,0.0,50207cccfdb4e9c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/web-001-desktop

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,web-002-maze,0.4,1,8725.9,0.0,1ef9bba106289e94,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/web-002-maze

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,web-003-sand,0.3333,1,12249.9,0.0,5e9d98574d77c9af,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/web-003-sand

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,web-004-kanban,0.25,1,7232.7,0.0,3332ba4780445491,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/web-004-kanban

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-3-4b,web-005-expense,0.1111,1,9254.5,0.0,14c55f28fafc35f1,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-3-4b/web-005-expense

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ag-001-fix-bugs,1.0,1,50538.0,0.0,13fce7c7bd29b3b7,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ag-001-fix-bugs

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ag-002-build-cli,1.0,1,46203.7,0.0,b64924cbab655cb4,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ag-002-build-cli

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ag-003-fix-package,1.0,1,74807.8,0.0,d56780591c04fc1a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ag-003-fix-package

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ag-004-data-pipeline,1.0,1,28978.5,0.0,a27921050ae4a7b9,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ag-004-data-pipeline

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ag-005-codebase-recon,1.0,1,26750.3,0.0,ccc93bf833ceea12,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ag-005-codebase-recon

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ctx-001-recall-2k,1.0,1,13849.9,0.0,f9e719265d2ef498,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ctx-001-recall-2k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ctx-002-recall-8k,1.0,1,14694.5,0.0,f1cbe9d845299e85,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ctx-002-recall-8k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ctx-003-recall-32k,1.0,1,212280.8,0.0,8e06d3c14e5948c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ctx-003-recall-32k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ctx-004-recall-64k,0.0,1,279692.1,0.0,ce3780046b279046,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ctx-004-recall-64k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ctx-005-aggregate-16k,1.0,1,24273.2,0.0,aad66c83304d7803,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ctx-005-aggregate-16k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ctx-006-superseded-16k,1.0,1,258954.1,0.0,633a0e3a9d4c128a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ctx-006-superseded-16k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,ctx-007-tally-16k,1.0,1,65799.9,0.0,03aaf28c9227c675,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/ctx-007-tally-16k

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,py-001-rle,1.0,1,39744.5,0.0,33756edc572fa2f0,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/py-001-rle

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,py-002-lru-cache,1.0,1,35046.2,0.0,180de3b4b6b38c44,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/py-002-lru-cache

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,py-003-date-parser,1.0,1,84634.4,0.0,84e2e95b72fe026b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/py-003-date-parser

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,py-004-expr-eval,0.2222,1,380933.5,0.0,be916a8e43d37f8a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/py-004-expr-eval

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,py-005-csv-parser,0.0,1,558511.6,0.0,96d03caf6c0c2b60,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/py-005-csv-parser

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,py-006-toposort,1.0,1,82588.2,0.0,16f76b9517652705,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/py-006-toposort

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,rs-001-knights,1.0,1,19083.6,0.0,631d22bf7e511097,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/rs-001-knights

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,rs-002-warehouse,1.0,1,14250.1,0.0,08d1d98f46d3ae97,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/rs-002-warehouse

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,rs-003-code-trace,1.0,1,23479.6,0.0,b8af58ec24ef1fa6,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/rs-003-code-trace

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,rs-004-office-grid,1.0,1,72897.9,0.0,069fdd68470d25fd,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/rs-004-office-grid

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,rs-005-bakery-audit,1.0,1,97399.7,0.0,168f0bd672a1029b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/rs-005-bakery-audit

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,rs-006-string-pipeline,0.0,1,389902.9,0.0,6a8d5374a4e5a3a2,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/rs-006-string-pipeline

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,rs-007-monty-fall,1.0,1,291640.8,0.0,7251e035c9d5593b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/rs-007-monty-fall

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,rs-008-river-boat,1.0,1,54883.6,0.0,40b132a24e5cf9f1,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/rs-008-river-boat

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,web-001-desktop,0.8889,1,57243.1,0.0,50207cccfdb4e9c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/web-001-desktop

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,web-002-maze,0.8,1,95323.6,0.0,1ef9bba106289e94,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/web-002-maze

0.4.0,2026-07-13T04:50:15.691+00:00,gemma-4-12b,web-003-sand,1.0,1,135179.0,0.0,5e9d98574d77c9af,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-12_082009/gemma-4-12b/web-003-sand

